,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Helthcare_2,Shops_1,Shops_2,Rooms_outlier,HouseFloor_outlier,HouseYear_outlier,LifeSquare_nan,DistrictSize,new_district,IsDistrictLarge,MedPriceByDistrict,MedPriceByFloorYear,Price
483,1.0,39.255066056133565,26.255066056133565,10.0,7,17.0,2017,0.0071223169999999,1,1,1,264,0,0,1,1,0,0,0,1,445.0,0,1,147390.42564321414,171058.5197985668,134327.94322979747
484,2.0,50.53948070870756,44.53948070870756,3.0,4,12.0,2016,0.034656082,1,1,0,168,0,0,0,1,0,0,0,1,377.0,0,1,143681.1841476016,170847.41676632906,105948.7795870157
485,3.0,59.68900026893988,45.98021913585598,5.0,7,9.0,1968,0.0144231139999999,1,1,19,3806,4,0,3,1,0,0,0,0,71.0,0,0,417664.8974412597,192538.8720151198,274941.60567815724
486,1.0,43.67397021406908,20.564666972502845,10.0,7,22.0,2006,0.041116354,1,1,53,14892,4,1,4,1,0,0,0,0,4.0,0,0,161577.29986227688,221027.67238496797,183116.32795045187
487,3.0,51.58552002740611,33.72516586191027,6.0,3,9.0,1991,0.3139245519999999,1,1,22,4625,11,2,10,1,0,0,0,0,104.0,0,1,359065.28723006113,204940.08260898892,241736.73102632302
488,2.0,48.612176206134286,33.7851576116225,5.0,4,5.0,1966,0.195781053,1,1,23,5212,6,3,2,1,0,0,0,0,18.0,0,0,196300.01084121183,188753.1630208684,190422.35916519968
489,3.0,72.40171822425403,46.63353213706645,10.0,5,14.0,1995,0.033493708,1,1,66,10573,1,3,8,1,0,0,0,0,13.0,0,0,370546.341078783,227067.53387831067,349082.0416800659
490,1.0,32.30233684837218,19.513467764919504,6.0,3,4.0,1964,0.371148999,1,1,34,7065,1,2,5,1,0,0,0,0,102.0,0,1,126611.41489815869,180026.27472052464,128620.13909016988
491,1.0,39.68949084844052,19.21900510689613,9.0,8,12.0,1968,0.033493708,1,1,66,10573,1,3,8,1,0,0,0,0,30.0,0,0,154501.35842957482,192538.8720151198,155905.33325078455
492,2.0,58.066633675623336,34.90720907332477,10.0,9,16.0,1977,0.307466659,1,0,30,5048,9,2,5,1,0,0,0,0,49.0,0,0,186354.48857188452,192538.8720151198,230726.98871483497
493,1.0,41.063553078297936,24.843985827449508,8.0,9,17.0,1987,0.093442564,1,1,23,4635,5,2,4,1,0,0,0,0,34.0,0,0,184806.282322355,231293.38628897647,215939.30652490022
494,2.0,45.67906619558649,32.0002866610041,5.0,1,12.0,1968,0.307466659,1,0,30,5048,9,2,5,1,0,0,0,0,25.0,0,0,200049.7089858713,178342.56686107177,171734.26709757076
495,2.0,51.41634476261212,34.18658068196778,9.0,8,12.0,1969,0.037316452,1,1,32,6748,93,4,10,1,0,0,0,0,3.0,0,0,190773.10600064468,192538.8720151198,208209.38172861413
496,4.0,96.6217146235823,62.64253698487735,10.0,6,12.0,2002,0.041116354,1,1,53,14892,4,1,4,1,0,0,0,0,45.0,0,0,197883.69682064632,221027.67238496797,274425.65862905094
497,1.0,42.09387762284546,38.88585707994032,3.0,4,4.0,2014,0.034656082,1,1,0,168,0,0,0,1,0,0,0,0,377.0,0,1,103905.55860519898,170847.41676632906,90644.11870373966
498,2.0,78.54654543095728,72.54654543095728,3.0,15,17.0,1977,0.075778755,1,1,6,1437,3,0,2,1,0,0,0,1,79.0,0,0,240307.89503096056,184486.69433545138,239168.41659318152
499,1.0,103.76343427522282,104.9269218097437,3.0,10,20.0,2014,0.050755569,1,1,24,5469,1,0,1,1,0,1,0,0,30.0,0,0,197997.13675658935,173987.19085325956,338235.7293663051
500,3.0,83.2654497292242,77.2654497292242,3.0,9,18.0,1977,0.161531741,1,1,25,5648,1,2,4,1,0,0,0,1,197.0,0,1,243581.54701008857,192538.8720151198,241455.8409480942
501,2.0,42.11445110229482,27.233745764092344,5.0,9,10.0,1967,0.019508796,1,1,37,7687,11,5,5,1,0,1,0,0,3.0,0,0,276423.7362022564,192538.8720151198,261904.33411603625
502,2.0,57.59415620558309,36.82551633874184,9.0,14,16.0,1980,0.0,1,1,7,1660,39,1,5,1,0,0,0,0,4.0,0,0,323906.7817427614,184486.69433545138,317020.9137059024
503,3.0,93.2013958849758,87.2013958849758,3.0,2,2.0,2017,7.81528e-05,1,1,22,6398,141,3,23,1,0,1,0,1,152.0,0,1,198393.4464494473,161884.91034616335,201412.63288062855
504,2.0,65.16884468442858,59.16884468442858,3.0,9,17.0,1977,0.0071223169999999,1,1,1,264,0,0,1,1,0,0,0,1,445.0,0,1,202078.69215108693,192538.8720151198,207097.23698607157
505,2.0,73.6484433277567,35.36836896994535,9.0,23,25.0,2011,0.025609157,1,1,33,5261,0,3,1,1,0,0,0,0,445.0,0,1,202078.69215108693,218538.048236916,206802.72642210432
506,3.0,77.37611170802313,64.37611170802313,10.0,2,17.0,2018,0.0071223169999999,1,1,1,264,0,0,1,1,0,0,0,1,445.0,0,1,244044.14116421936,161884.91034616335,208937.86679826566
507,2.0,56.212983488119136,36.34994890111462,9.0,5,17.0,1996,0.033493708,1,1,66,10573,1,3,8,1,0,0,0,0,13.0,0,0,265325.4264154461,227067.53387831067,234524.29795160345
508,2.0,44.75758049015514,32.83752383028055,6.0,5,5.0,1961,0.034331497,1,1,25,5487,3,0,4,1,0,0,0,0,117.0,0,1,184381.69668389653,188753.1630208684,183410.2505864431
509,3.0,66.16227439518832,46.750202533562565,9.0,9,12.0,1968,0.038692987,1,1,28,6533,1,2,5,1,0,0,0,0,88.0,0,0,246508.4862478432,192538.8720151198,263046.0479081183
510,3.0,59.90216083744568,40.87667933935274,5.0,7,9.0,1974,0.161975568,1,0,31,7010,5,3,7,1,0,0,0,0,20.0,0,0,459012.1344340613,192538.8720151198,293695.31291671755
511,1.0,42.83172599172979,17.235686209691146,8.0,4,14.0,1978,0.127811589,1,1,28,7287,5,1,3,1,0,0,0,0,46.0,0,0,189283.79775376833,188753.1630208684,191515.16774814532
512,1.0,34.09801208739627,28.09801208739627,3.0,10,25.0,1977,0.072157581,1,1,2,629,1,0,0,0,0,0,0,1,578.0,0,1,117801.20493288733,184486.69433545138,106413.63295977662
513,3.0,72.0232754245555,2.470855692268123,3.0,4,24.0,1977,0.0071223169999999,1,1,1,264,0,0,1,1,0,0,0,0,445.0,0,1,244044.14116421936,188753.1630208684,231271.80215420396
514,3.0,108.85132541371472,53.427050957868246,6.0,14,19.0,2012,0.006076152,1,1,30,5285,0,6,6,1,0,1,0,0,35.0,0,0,300610.35942486604,173987.19085325956,458852.0012913578
515,2.0,47.572468440636776,31.109193954223556,5.0,4,5.0,1963,0.341071945,1,1,27,5664,48,3,11,1,0,0,0,0,18.0,0,0,199971.49858488122,188753.1630208684,188700.16965425396
516,3.0,104.359532100956,98.359532100956,3.0,5,25.0,1977,0.075778755,1,1,6,1437,3,0,2,1,0,0,0,1,377.0,0,1,155760.41968882288,188753.1630208684,238459.07374488
517,4.0,82.10979667972765,57.11118431421471,6.0,6,12.0,1992,0.090799103,1,1,74,19083,2,5,15,1,0,0,0,0,66.0,0,0,408648.8872857861,231293.38628897647,351863.341853448
518,1.0,35.70036057062758,18.25923264623059,9.0,6,12.0,1973,0.118537385,1,1,30,6207,1,1,0,1,0,0,0,0,53.0,0,0,173003.93995624562,192538.8720151198,174570.60480337287
519,2.0,40.0876520611274,27.821327068528664,6.0,3,5.0,1964,0.333891544,1,1,30,6564,1,0,0,1,0,0,0,0,30.0,0,0,165260.50989122252,180026.27472052464,156756.2006275514
520,2.0,55.34059302453474,49.34059302453474,3.0,8,17.0,1977,0.0071223169999999,1,1,1,264,0,0,1,1,0,0,0,1,445.0,0,1,202078.69215108693,192538.8720151198,180709.2783591957
521,1.0,44.52386773618927,17.258233460632237,11.0,3,4.0,2016,0.014072961,1,1,2,475,0,0,0,1,0,0,0,0,377.0,0,1,103905.55860519898,161884.91034616335,101791.71370653404
522,3.0,84.37219968566153,57.18518046695963,12.0,16,24.0,2017,0.049637257,1,1,34,7759,0,1,3,1,0,0,0,0,104.0,0,1,359065.28723006113,218538.048236916,376862.32408385095
523,3.0,73.25979700240131,53.26537045321884,10.0,3,5.0,1926,0.0423072709999999,1,1,17,2810,9,3,6,1,0,0,0,0,7.0,0,0,452809.44009216654,394759.1583955055,449194.1613322002
524,3.0,78.21206416124981,49.86956895520799,9.0,8,12.0,2001,0.041116354,1,1,53,14892,4,1,4,1,0,0,0,0,578.0,0,1,209714.9398043233,221027.67238496797,275276.7445394303
525,2.0,45.61848681332035,29.89699503451892,5.0,4,5.0,1967,0.130617806,1,1,39,10418,9,1,9,1,0,0,0,0,58.0,0,0,222556.5624232518,188753.1630208684,191358.75621585798
526,2.0,38.85990570440257,26.977272121511035,7.0,9,9.0,1963,0.020741326,1,1,24,5613,5,2,5,1,0,0,0,0,29.0,0,0,212840.34350365275,192538.8720151198,200590.50154890557
527,3.0,82.58591466662376,76.58591466662376,3.0,9,17.0,1977,0.2432045189999999,1,1,5,1564,0,0,0,1,0,0,0,1,333.0,0,1,215450.1170981757,192538.8720151198,215886.74744915872
528,1.0,83.78632923735773,36.61505212250034,6.0,16,30.0,2011,0.0,1,1,36,6714,2,0,2,1,0,0,0,0,51.0,0,0,185366.5956651482,218538.048236916,400028.05667982437
529,1.0,34.63780266975486,21.9714583992858,6.0,7,9.0,1980,0.037177818,1,1,52,11217,1,1,7,1,0,0,0,0,5.0,0,0,243250.62331044863,192538.8720151198,213824.0525489851
530,2.0,59.38049692971982,53.38049692971982,3.0,10,17.0,1977,0.075778755,1,1,6,1437,3,0,2,1,0,0,0,1,377.0,0,1,143681.1841476016,184486.69433545138,168390.0599101038
531,2.0,60.098874737796045,54.098874737796045,3.0,17,17.0,1977,0.2432045189999999,1,1,5,1564,0,0,0,1,0,0,0,1,333.0,0,1,178456.9735752324,175836.38525932154,169125.30373569124
532,1.0,46.18358294730699,48.80648636885664,3.0,4,17.0,1977,7.81528e-05,1,1,22,6398,141,3,23,1,0,0,0,0,152.0,0,1,127160.13786863102,188753.1630208684,147052.05685598752
533,1.0,45.079731349651645,45.36792042199732,10.0,15,17.0,2015,0.072157581,1,1,2,629,1,0,0,0,0,0,0,0,578.0,0,1,117801.20493288733,173987.19085325956,143784.3414644905
534,3.0,80.27193518122529,48.30360464728841,9.0,4,22.0,1989,0.041365446,1,1,31,5569,0,1,4,1,0,0,0,0,39.0,0,0,286817.2336134426,227067.53387831067,250441.9117165108
535,3.0,82.64904012248999,42.25922436583136,11.0,5,18.0,2016,0.0071223169999999,1,1,1,264,0,0,1,1,0,0,0,0,445.0,0,1,244044.14116421936,170847.41676632906,203880.9683870169
536,1.0,32.354992915011934,18.50251104035702,6.0,7,9.0,1972,0.012338886,1,1,35,5776,1,2,4,1,0,0,0,0,39.0,0,0,165492.67024854803,192538.8720151198,150361.0779836981
537,3.0,63.66173377610029,46.97289306463137,6.0,8,12.0,1979,0.298204575,1,1,16,4048,3,1,3,1,0,0,0,0,66.0,0,0,291476.3079349831,192538.8720151198,249071.13404476922
538,2.0,56.48606518958901,52.83710922200508,3.0,17,17.0,2017,0.0071223169999999,1,1,1,264,0,0,1,1,0,1,0,0,445.0,0,1,202078.69215108693,218538.048236916,194751.6322972286
539,1.0,38.51580428140892,37.22548122463133,7.0,2,17.0,2018,0.2432045189999999,1,1,5,1564,0,0,0,1,0,0,0,0,333.0,0,1,131151.38600978858,161884.91034616335,120776.38783774832
540,2.0,62.67879962748225,60.70191287181632,3.0,1,1.0,1977,0.161531741,1,1,25,5648,1,2,4,1,0,1,0,0,197.0,0,1,189407.4278287192,178342.56686107177,179936.21348604668
541,1.0,40.46602310991801,23.045089149852217,8.0,9,10.0,1997,0.033493708,1,1,66,10573,1,3,8,1,0,0,0,0,13.0,0,0,180904.3870350214,231293.38628897647,184613.7402874883
542,4.0,121.22525035713662,122.18054790475938,3.0,1,1.0,2016,0.0,1,1,18,3374,5,1,2,1,0,1,0,0,52.0,0,0,243250.62331044863,183654.6970119634,410587.10090204736
543,1.0,43.73987824439357,42.08101199949815,3.0,19,19.0,1977,0.2114012139999999,1,1,9,1892,0,0,1,1,0,0,0,0,578.0,0,1,117801.20493288733,175836.38525932154,111048.24728930702
544,2.0,46.832068409810894,33.32686008088317,5.0,3,5.0,1964,0.069660344,1,1,31,6119,4,1,2,1,0,0,0,0,65.0,0,0,183686.64593408792,180026.27472052464,181032.80574017015
545,1.0,46.75054924559152,40.75054924559152,3.0,4,13.0,1977,0.2114012139999999,1,1,9,1892,0,0,1,1,0,1,0,1,578.0,0,1,117801.20493288733,188753.1630208684,116047.25437502848
546,1.0,37.79326669905629,19.93889338482564,7.0,14,17.0,2008,0.2322050839999999,1,1,24,4860,1,0,3,1,0,0,0,0,69.0,0,0,168808.8482552736,250613.2151511065,195872.4528154586
547,1.0,49.62064968084641,43.62064968084641,3.0,10,24.0,1977,0.0071223169999999,1,1,1,264,0,0,1,1,0,0,0,1,445.0,0,1,147390.42564321414,184486.69433545138,154355.9861135064
548,4.0,87.96973875673721,63.39276949224817,7.0,2,5.0,1933,0.042031587,1,1,37,6856,84,2,5,1,0,0,0,0,5.0,0,0,243250.62331044863,394759.1583955055,284652.6415795267
549,1.0,38.2964991049082,21.137445989349928,9.0,4,14.0,1972,0.012338886,1,1,35,5776,1,2,4,1,0,0,0,0,88.0,0,0,157816.27905787423,188753.1630208684,171694.2991429269
550,3.0,73.86507374207464,46.5087820998496,9.0,7,17.0,1997,0.069753361,1,1,53,13670,4,1,11,1,0,0,0,0,74.0,0,0,329057.8277837874,231293.38628897647,289390.5025634173
551,2.0,44.64969522412724,31.33894222692618,5.0,7,9.0,1970,0.130617806,1,1,39,10418,9,1,9,1,0,0,0,0,54.0,0,0,215477.28897389598,192538.8720151198,213140.17501147787
552,1.0,43.436527361263884,37.436527361263884,3.0,8,22.0,1977,0.0071223169999999,1,1,1,264,0,0,1,1,0,0,0,1,445.0,0,1,147390.42564321414,192538.8720151198,136050.2175921665
553,4.0,76.27822672076553,54.41156273153807,9.0,12,12.0,1974,0.225824954,0,1,41,6558,7,3,2,1,0,0,0,0,74.0,0,0,221922.5314581693,184486.69433545138,286925.51789593016
554,2.0,52.27109829990741,51.12631348551072,3.0,5,17.0,1977,0.371148999,1,1,34,7065,1,2,5,1,0,0,0,0,102.0,0,1,170900.2142682733,188753.1630208684,155672.80290558797
555,3.0,63.63513961375336,39.24199726453405,8.0,2,9.0,1977,0.100455735,1,1,43,7227,0,1,6,0,0,0,0,0,15.0,0,0,269357.186338761,180026.27472052464,221852.38156750888
556,1.0,41.554643261544506,18.86067123438025,8.0,5,15.0,2011,0.020741326,1,1,24,5613,5,2,5,1,0,0,0,0,11.0,0,0,170988.64996512924,170847.41676632906,169711.42264626722
557,1.0,19.04389412684894,13.941145028428163,3.0,4,5.0,1970,0.225824954,0,1,41,6558,7,3,2,1,0,0,0,0,74.0,0,0,149725.71044079834,188753.1630208684,118443.37628243324
558,2.0,46.56982036483816,31.647566909335325,5.0,3,5.0,1964,0.194489265,1,1,47,8004,3,3,5,1,0,0,0,0,117.0,0,1,184381.69668389653,180026.27472052464,168237.24308125526
559,2.0,46.77134458484683,33.09899108160816,6.0,3,12.0,1980,0.041124634,1,1,46,9515,5,1,10,1,0,0,0,0,64.0,0,0,272761.71581367566,180026.27472052464,238916.00830634165
560,2.0,76.89588810574809,40.96515745125488,12.0,10,12.0,2014,0.051815435,1,1,5,1227,0,0,0,1,0,0,0,0,578.0,0,1,167073.34395124693,173987.19085325956,168859.1425941281
561,2.0,46.334891653768175,28.34330075323604,6.0,4,9.0,1970,0.033493708,1,1,66,10573,1,3,8,1,0,0,0,0,66.0,0,0,188197.95934809052,188753.1630208684,174863.36143039644
562,1.0,52.1369720696901,1.5511671733160328,3.0,10,12.0,2016,0.072157581,1,1,2,629,1,0,0,0,0,0,0,0,578.0,0,1,117801.20493288733,173987.19085325956,147536.7201023617
563,3.0,83.60218087057939,57.25931570947553,7.0,5,9.0,1960,0.0,1,1,23,3684,2,0,4,1,0,0,0,0,20.0,0,0,494516.3420100632,188753.1630208684,514237.0837280155
564,2.0,47.37366418724794,31.47270028875039,6.0,7,9.0,1972,0.089039719,1,1,33,7976,5,0,11,1,0,0,0,0,37.0,0,0,218489.4047424709,192538.8720151198,219231.22575909924
565,2.0,55.851231197044726,34.40533923023566,7.0,4,5.0,1986,0.014072961,1,1,2,475,0,0,0,1,0,0,0,0,377.0,0,1,143681.1841476016,227067.53387831067,130542.44915882437
566,2.0,48.08121418918256,30.70346445153124,5.0,9,12.0,1971,0.194489265,1,1,47,8004,3,3,5,1,0,0,0,0,117.0,0,1,184381.69668389653,192538.8720151198,194933.1659260191
567,2.0,45.777066557857815,27.745855878949783,4.0,2,5.0,1967,0.0,1,1,47,11319,0,3,5,1,0,0,0,0,78.0,0,0,212027.90507381962,180026.27472052464,179502.525803607
568,1.0,40.812517780847145,34.812517780847145,3.0,12,17.0,1977,0.0071223169999999,1,1,1,264,0,0,1,1,0,0,0,1,445.0,0,1,147390.42564321414,184486.69433545138,145073.08260848644
569,2.0,84.16730274568235,44.962520340221815,6.0,17,40.0,2014,0.151346216,1,0,32,5889,10,4,1,1,0,0,0,0,36.0,0,0,328784.51259435073,218538.048236916,518379.3424512066
570,2.0,53.43766474278685,47.43766474278685,3.0,2,2.0,1977,0.005767451,1,1,1,388,0,0,0,1,0,0,0,1,377.0,0,1,143681.1841476016,180026.27472052464,88944.1780335791
571,2.0,77.16846718175584,36.89155015314615,6.0,4,6.0,2010,0.127811589,1,1,28,7287,5,1,3,1,0,0,0,0,46.0,0,0,209423.3982276428,256017.8137527494,300810.95909040654
572,1.0,34.46598080533552,20.7475869872418,5.0,5,5.0,1962,0.034331497,1,1,25,5487,3,0,4,1,0,0,0,0,117.0,0,1,154154.1164650999,188753.1630208684,148681.14926981743
573,3.0,79.45759445051031,44.61800212102698,12.0,16,17.0,1977,0.0922906419999999,1,1,21,4346,2,1,2,1,0,0,0,0,28.0,0,0,233975.9147241121,175836.38525932154,323579.9903755468
574,1.0,34.0937923976645,20.20685174742564,6.0,8,9.0,1972,0.194489265,1,1,47,8004,3,3,5,1,0,0,0,0,117.0,0,1,154154.1164650999,192538.8720151198,139801.4787717847
575,3.0,92.2179971752624,60.844034161894974,11.0,6,14.0,2011,0.21843974,1,1,21,4472,6,4,7,0,0,0,0,0,7.0,0,0,321488.5604491587,171058.5197985668,311113.4012201755
576,1.0,38.879660492690086,21.30952121213914,9.0,8,12.0,1965,0.149666373,1,1,22,4789,2,4,1,1,0,0,0,0,60.0,0,0,157290.1916921251,192538.8720151198,169396.76753492042
577,2.0,62.22125568198501,64.93554187172954,10.0,11,17.0,1977,0.371148999,1,1,34,7065,1,2,5,1,0,0,0,0,102.0,0,1,170900.2142682733,184486.69433545138,177239.96398216646
578,3.0,63.56229648978121,45.5105785502511,5.0,5,5.0,1962,0.1363303,1,1,30,6141,10,3,6,1,0,0,0,0,34.0,0,0,283410.5701963009,188753.1630208684,244164.35723817308
579,1.0,43.35967779919624,5.04269183421068,3.0,16,17.0,1977,0.075778755,1,1,6,1437,3,0,2,1,0,0,0,0,377.0,0,1,103905.55860519898,175836.38525932154,112930.91504924122
580,1.0,46.131666199606045,17.848320600578855,10.0,15,22.0,2003,0.090799103,1,1,74,19083,2,5,15,1,0,0,0,0,77.0,0,0,167947.2716239246,250613.2151511065,192960.88209132754
581,1.0,33.68030681079079,18.12588870219044,5.0,5,5.0,1959,0.16909109,1,1,19,3856,10,2,5,1,0,0,0,0,26.0,0,0,165261.87839958412,188753.1630208684,154963.3142385448
582,3.0,79.58149352717886,47.4555801099418,10.0,11,22.0,1997,0.041116354,1,1,53,14892,4,1,4,1,0,0,0,0,45.0,0,0,308119.3964254637,232825.53906714258,329134.1403555017
583,2.0,55.04104305083888,32.52821725908952,9.0,12,17.0,2014,0.075778755,1,1,6,1437,3,0,2,1,0,0,0,0,377.0,0,1,143681.1841476016,173987.19085325956,142478.24113382355
584,3.0,68.95200823319202,42.74801198057105,7.0,3,8.0,1934,0.246623602,1,1,14,2940,45,3,6,1,0,0,0,0,3.0,0,0,370608.88555904187,394759.1583955055,393158.1086687417
585,2.0,46.04087611910128,32.25563079035316,5.0,2,12.0,1968,0.0150168919999999,1,1,17,3079,59,0,8,1,0,0,0,0,3.0,0,0,443270.8175202512,180026.27472052464,350531.1971618086
586,3.0,82.57646498437289,58.24681487978434,7.0,5,5.0,1958,0.194489265,1,1,47,8004,3,3,5,1,0,0,0,0,117.0,0,1,237880.15282588775,188753.1630208684,277921.7517326947
587,1.0,40.892446797107866,22.06499471990757,9.0,13,16.0,1988,0.035145267,1,1,42,9292,3,0,3,1,0,0,0,0,58.0,0,0,187857.0777366475,232825.53906714258,196873.21939678027
588,2.0,55.955065651859805,33.82573800842777,9.0,4,17.0,1989,0.025609157,1,1,33,5261,0,3,1,1,0,0,0,0,445.0,0,1,202078.69215108693,227067.53387831067,213585.8492702244
589,2.0,48.86195645304636,28.707670509869168,5.0,5,5.0,1965,0.040242764,1,1,25,3478,11,3,1,1,0,1,0,0,38.0,0,0,197397.87209897905,188753.1630208684,194207.20827569027
590,1.0,36.84836331125939,23.560192007306465,9.0,5,12.0,1970,0.4288258179999999,1,1,25,5011,8,0,2,1,0,0,0,0,45.0,0,0,156375.02000227175,188753.1630208684,163022.4710293072
591,2.0,53.70701520720802,33.34864758346274,9.0,10,14.0,2006,0.158249043,1,1,21,5731,0,1,0,1,0,0,0,0,24.0,0,0,246970.48183259115,250613.2151511065,232908.9278543566
592,1.0,35.45402728065606,19.360493028163106,9.0,8,12.0,1970,0.1220903469999999,1,1,29,6566,7,4,0,1,0,0,0,0,11.0,0,0,177350.74215502592,192538.8720151198,184425.47378899113
593,1.0,44.65574403758029,23.60153149878052,8.0,11,14.0,1987,0.1220903469999999,1,1,29,6566,7,4,0,1,0,0,0,0,26.0,0,0,165261.87839958412,232825.53906714258,191931.49582584362
594,2.0,41.89232137317754,28.715831824100107,5.0,1,8.0,1960,0.21843974,1,1,21,4472,6,4,7,0,0,1,0,0,4.0,0,0,285560.2012688986,178342.56686107177,225555.17138499336
595,1.0,43.832770112420434,37.832770112420434,3.0,1,1.0,1977,0.195781053,1,1,23,5212,6,3,2,1,0,1,0,1,71.0,0,0,226456.42470790184,178342.56686107177,222921.57814717438
596,1.0,39.899782152582425,21.20862967248341,8.0,4,12.0,1975,0.21843974,1,1,21,4472,6,4,7,0,0,0,0,0,4.0,0,0,179940.39408543007,188753.1630208684,181473.37227570554
597,3.0,63.72514894182348,47.15216081966539,6.0,1,9.0,1969,0.036122292,1,1,24,4378,0,1,1,1,0,1,0,0,69.0,0,0,267364.30551870225,178342.56686107177,236825.92553309113
598,1.0,40.34530251235429,23.75488996161283,7.0,2,17.0,1994,0.0,1,1,27,4798,0,2,8,1,0,0,0,0,42.0,0,0,175108.93166215313,204940.08260898892,175499.83203286395
599,3.0,35.585009560446366,34.67403727886364,6.0,8,9.0,1975,0.194489265,1,1,47,8004,3,3,5,1,0,0,0,0,117.0,0,1,237880.15282588775,192538.8720151198,189928.38690166574
600,2.0,45.58102389071068,26.982432189418116,6.0,5,5.0,1917,7.81528e-05,1,1,22,6398,141,3,23,1,0,0,0,0,8.0,0,0,308031.3351011437,385584.6012831924,236335.22265081244
601,2.0,55.56344397485308,34.530216364657555,9.0,3,8.0,1962,0.081943463,1,1,20,2738,20,1,4,1,0,0,0,0,6.0,0,0,263775.8368442466,180026.27472052464,300707.11277372314
602,1.0,38.68680813074875,21.37648572190394,7.0,4,14.0,2005,0.2322050839999999,1,1,24,4860,1,0,3,1,0,0,0,0,69.0,0,0,168808.8482552736,256017.8137527494,185717.04954265914
603,1.0,40.59708002769786,34.59708002769786,3.0,7,15.0,1977,0.072157581,1,1,2,629,1,0,0,0,0,0,0,1,153.0,0,1,129252.44008922527,192538.8720151198,113702.42844543401
604,2.0,48.177732028495406,29.18953073356276,6.0,8,9.0,1975,0.100455735,1,1,43,7227,0,1,6,0,0,0,0,0,41.0,0,0,217119.1999410041,192538.8720151198,210210.88700793468
605,2.0,47.36259493913897,49.55439382950404,10.0,2,12.0,1977,0.034656082,1,1,0,168,0,0,0,1,0,1,0,0,377.0,0,1,143681.1841476016,180026.27472052464,108137.927480271
606,2.0,48.47398458140175,32.72796081508046,5.0,4,12.0,1972,0.265088676,1,1,37,5288,0,3,2,1,0,0,0,0,50.0,0,0,193518.6591764792,188753.1630208684,187051.36266435136
607,2.0,58.39011376409956,34.53736946035864,9.0,13,17.0,1993,0.025609157,1,1,33,5261,0,3,1,1,0,0,0,0,445.0,0,1,202078.69215108693,232825.53906714258,211915.6927452796
608,1.0,2.645046457760864,4.338755468218892,3.0,1,1.0,1977,7.81528e-05,1,1,22,6398,141,3,23,1,0,1,0,0,152.0,0,1,127160.13786863102,178342.56686107177,98395.62726515258
609,1.0,32.78569809935505,18.10442911434985,6.0,9,9.0,1975,0.282797669,1,1,33,8667,2,0,6,1,0,0,0,0,62.0,0,0,155415.24796043464,192538.8720151198,153000.72587102605
610,2.0,39.67975130923164,28.49232359953277,6.0,2,5.0,1977,0.051942062,1,1,17,4017,7,2,0,1,0,1,0,0,25.0,0,0,230816.0618042117,180026.27472052464,202262.77032108343
611,2.0,48.56876995813277,34.747282495930754,5.0,5,5.0,1964,0.006076152,1,1,30,5285,0,6,6,1,0,0,0,0,15.0,0,0,198695.51454040076,188753.1630208684,192906.37509051448
612,2.0,66.7013765066363,60.701376506636294,3.0,5,17.0,1977,0.0071223169999999,1,1,1,264,0,0,1,1,0,1,0,1,445.0,0,1,202078.69215108693,188753.1630208684,206763.71750107236
613,1.0,43.65886906892979,37.65886906892979,3.0,1,4.0,1977,0.0077202819999999,1,1,38,4788,2,0,4,1,0,0,0,1,41.0,0,0,173315.4217715544,178342.56686107177,152442.3586007597
614,2.0,45.24649489942665,33.3480027684782,6.0,2,9.0,1982,0.149666373,1,1,22,4789,2,4,1,1,0,0,0,0,60.0,0,0,191208.1000493715,204940.08260898892,190215.48518399306
615,2.0,62.1067241272611,56.1067241272611,3.0,9,17.0,1977,0.371148999,1,1,34,7065,1,2,5,1,0,0,0,1,102.0,0,1,170900.2142682733,192538.8720151198,170257.4503092107
616,1.0,36.1385587693361,24.29108392961976,6.0,9,9.0,1980,0.100455735,1,1,43,7227,0,1,6,0,0,0,0,0,21.0,0,0,180772.2181852068,192538.8720151198,175635.06662301347
617,3.0,84.94061378856759,78.94061378856759,3.0,16,17.0,1977,7.81528e-05,1,1,22,6398,141,3,23,1,0,0,0,1,152.0,0,1,198393.4464494473,175836.38525932154,220431.21769312036
618,1.0,37.90117750360396,20.90980392189821,9.0,4,14.0,2011,0.151346216,1,0,32,5889,10,4,1,1,0,1,0,0,36.0,0,0,194894.4127880251,170847.41676632906,197563.76504797835
619,5.0,97.53781458586472,63.57199680170848,8.0,5,14.0,1995,0.136244425,1,1,11,2370,0,0,1,1,0,0,0,0,197.0,0,1,243250.62331044863,227067.53387831067,274031.27063292806
620,1.0,39.59207594575919,23.64859343504583,9.0,11,12.0,1971,1.8e-09,1,1,16,3681,73,2,5,1,0,0,0,0,3.0,0,0,243250.62331044863,184486.69433545138,246553.2759607867
621,2.0,53.6212478392088,31.480195207196918,8.0,6,17.0,1985,0.050900058,1,1,43,10621,1,2,3,1,0,0,0,0,50.0,0,0,193518.6591764792,231293.38628897647,203361.4257712951
622,3.0,66.45980690039121,46.4275659130825,6.0,10,12.0,1973,0.0,1,1,36,6714,2,0,2,1,0,1,0,0,51.0,0,0,314204.2050928559,184486.69433545138,268061.9391443681
